ID ORDEN,FECHA DE ORDEN,FECHA DE DESPACHO,PRIORIDAD,ID CLIENTE,CLIENTE,SEGMENTO DE CLIENTE,CATEGORIA DE PRODUCTO,SUBCATEGORIA DE PRODUCTO,PRODUCTO,CIUDAD,PRECIO UNITARIO,CANTIDAD DE PEDIDO,DESCUENTO x unidad,COSTO DE ENVIO
88367,22/03/2015,"martes, 24 de Marzo de 2015",High,2014,Cathy Simon,Home Office,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Iowa,39.48,4,0.07,1.99
88367,22/03/2015,"martes, 24 de Marzo de 2015",High,2014,Cathy Simon,Home Office,Office Supplies,Labels,Avery 493,Iowa,4.91,2,0,0.5
88368,04/04/2015,"sábado, 04 de Abril de 2015",Critical,2014,Cathy Simon,Home Office,Office Supplies,Paper,Xerox 220,Iowa,6.48,12,0.06,7.49
88371,25/05/2015,"miércoles, 27 de Mayo de 2015",High,1008,Priscilla Frank,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Maine,3.15,8,0.01,0.49
88372,19/06/2015,"domingo, 21 de Junio de 2015",High,1009,Kristin George,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Maine,550.98,14,0.1,45.7
88380,18/05/2015,"martes, 19 de Mayo de 2015",High,3086,Ted Durham,Consumer,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Florida,39.99,3,0.05,10.25
88387,01/03/2015,"martes, 03 de Marzo de 2015",Critical,1014,Theresa Winters,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Arkansas,2.08,3,0,5.33
88387,01/03/2015,"lunes, 02 de Marzo de 2015",Critical,1014,Theresa Winters,Home Office,Technology,Telephones and Communication,KF 788,Arkansas,45.99,10,0.06,4.99
88387,01/03/2015,"lunes, 02 de Marzo de 2015",Critical,1014,Theresa Winters,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Arkansas,28.48,6,0.09,1.99
88388,05/03/2015,"viernes, 06 de Marzo de 2015",Not Specified,1014,Theresa Winters,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Arkansas,10.91,11,0.08,2.99
88389,12/06/2015,"sábado, 13 de Junio de 2015",High,1016,Francis Sherrill,Home Office,Office Supplies,Paper,Xerox 213,North Carolina,6.48,1,0.02,7.86
88390,18/03/2015,"miércoles, 18 de Marzo de 2015",Medium,1015,Beverly Cameron,Home Office,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,North Carolina,43.98,14,0,8.99
88391,08/04/2015,"jueves, 09 de Abril de 2015",Medium,1018,Meredith Humphrey,Home Office,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,North Carolina,35.89,19,0.05,14.72
88391,08/04/2015,"miércoles, 08 de Abril de 2015",Medium,1018,Meredith Humphrey,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,North Carolina,11.48,6,0,5.43
88403,26/03/2015,"sábado, 28 de Marzo de 2015",Critical,2114,Paige Mason,Corporate,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Virginia,6.68,10,0.08,1.5
88404,23/04/2015,"jueves, 23 de Abril de 2015",Critical,2114,Paige Mason,Corporate,Office Supplies,Labels,*Staples* Packaging Labels,Virginia,2.89,1,0.08,0.49
88405,26/02/2015,"viernes, 27 de Febrero de 2015",Critical,2114,Paige Mason,Corporate,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Virginia,226.67,1,0.07,28.16
88405,26/02/2015,"sábado, 28 de Febrero de 2015",Critical,2114,Paige Mason,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Virginia,20.98,20,0.08,53.03
88406,29/04/2015,"viernes, 01 de Mayo de 2015",Medium,2115,Jeffrey Lloyd,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Virginia,95.95,14,0.02,74.35
88410,09/04/2015,"viernes, 10 de Abril de 2015",Medium,1271,Joanne Church,Corporate,Technology,Telephones and Communication,StarTAC 3000,California,125.99,8,0.07,7.69
88411,01/05/2015,"miércoles, 06 de Mayo de 2015",Low,1271,Joanne Church,Corporate,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,California,34.23,7,0.1,5.02
88418,18/03/2015,"viernes, 20 de Marzo de 2015",Critical,2127,Joyce Kern,Home Office,Office Supplies,Paper,Xerox 1974,Michigan,5.98,6,0.1,5.14
88425,28/01/2015,"viernes, 30 de Enero de 2015",Critical,53,Sidney Russell Austin,Corporate,Technology,Office Machines,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Washington,3502.14,1,0.07,8.73
88426,10/03/2015,"martes, 10 de Marzo de 2015",Not Specified,52,Lorraine Kelly,Corporate,Technology,Telephones and Communication,T6160,Washington,115.99,6,0,2.5
88426,10/03/2015,"miércoles, 11 de Marzo de 2015",Not Specified,53,Sidney Russell Austin,Corporate,Office Supplies,Paper,Xerox 1903,Washington,5.98,17,0.02,5.79
88443,04/04/2015,"lunes, 06 de Abril de 2015",Not Specified,1734,Christopher Meadows,Small Business,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,New York,60.98,9,0.02,49
88443,04/04/2015,"lunes, 06 de Abril de 2015",Not Specified,1734,Christopher Meadows,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,New York,1270.99,9,0.02,19.99
88443,04/04/2015,"lunes, 06 de Abril de 2015",Not Specified,1734,Christopher Meadows,Small Business,Technology,Telephones and Communication,StarTAC 8000,New York,205.99,19,0.05,8.99
88444,28/06/2015,"lunes, 29 de Junio de 2015",High,1735,Eric West,Small Business,Office Supplies,Paper,Xerox 197,New York,30.98,3,0.02,17.08
88447,26/02/2015,"sábado, 28 de Febrero de 2015",Medium,3063,Ann Steele,Consumer,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Washington,8.33,6,0.07,1.99
88447,26/02/2015,"viernes, 27 de Febrero de 2015",Medium,3063,Ann Steele,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Washington,499.99,5,0.03,24.49
88448,14/01/2015,"lunes, 19 de Enero de 2015",Low,3064,Clarence Crowder,Consumer,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Washington,6.45,9,0.03,1.34
88449,24/05/2015,"martes, 26 de Mayo de 2015",Not Specified,3063,Ann Steele,Consumer,Technology,Telephones and Communication,Accessory25,Washington,20.99,9,0.03,0.99
88460,31/03/2015,"jueves, 02 de Abril de 2015",Not Specified,1083,Hazel Dale,Corporate,Technology,Telephones and Communication,Accessory36,Illinois,55.99,1,0.07,5
88461,08/05/2015,"sábado, 09 de Mayo de 2015",Not Specified,1080,Colleen Fletcher,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Illinois,13.9,14,0.08,7.59
88474,05/03/2015,"jueves, 12 de Marzo de 2015",Low,670,Lewis Baldwin,Home Office,Furniture,Tables,Hon 94000 Series Round Tables,Virginia,296.18,5,0.08,54.12
88475,20/03/2015,"domingo, 22 de Marzo de 2015",Medium,669,Amy Shea,Home Office,Office Supplies,Labels,Avery 498,Iowa,2.89,22,0.09,0.5
88475,20/03/2015,"sábado, 21 de Marzo de 2015",Medium,669,Amy Shea,Home Office,Office Supplies,Paper,Xerox 1891,Iowa,48.91,2,0.02,5.81
88479,15/01/2015,"viernes, 16 de Enero de 2015",High,428,Ernest Barber,Corporate,Technology,Telephones and Communication,Accessory20,Nevada,85.99,1,0,3.3
88479,15/01/2015,"viernes, 16 de Enero de 2015",High,428,Ernest Barber,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",Nevada,15.28,15,0.02,1.99
88480,03/03/2015,"jueves, 05 de Marzo de 2015",Not Specified,428,Ernest Barber,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Nevada,10.98,22,0.05,4.8
88487,23/06/2015,"jueves, 25 de Junio de 2015",Low,1548,John Bray,Corporate,Technology,Copiers and Fax,Canon Image Class D660 Copier,Indiana,599.99,18,0,24.49
88502,04/02/2015,"jueves, 05 de Febrero de 2015",Medium,689,Tommy Honeycutt,Small Business,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Missouri,1.7,10,0.07,1.99
88503,16/05/2015,"sábado, 16 de Mayo de 2015",Critical,688,Ashley Reese,Small Business,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Missouri,279.48,10,0.07,35
88504,06/03/2015,"domingo, 08 de Marzo de 2015",Low,688,Ashley Reese,Small Business,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Missouri,4.18,5,0.06,2.99
88511,21/04/2015,"sábado, 25 de Abril de 2015",Low,535,Jill Clements,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Virginia,15.99,23,0,13.18
88522,07/01/2015,"jueves, 08 de Enero de 2015",High,3,Bonnie Potter,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Washington,2.84,4,0.01,0.93
88527,02/04/2015,"viernes, 03 de Abril de 2015",Medium,228,Colleen Andrews,Small Business,Furniture,Chairs & Chairmats,"Global Push Button Manager's Chair, Indigo",North Carolina,60.89,7,0.03,32.41
88534,16/05/2015,"domingo, 17 de Mayo de 2015",Critical,136,Dale Gillespie,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,California,10.98,8,0.09,3.37
88534,16/05/2015,"domingo, 17 de Mayo de 2015",Critical,136,Dale Gillespie,Small Business,Office Supplies,Paper,Xerox 1939,California,18.97,5,0.04,9.54
88543,03/06/2015,"miércoles, 03 de Junio de 2015",Not Specified,3151,Glenda Hunter,Corporate,Furniture,Tables,Bevis Rectangular Conference Tables,California,145.98,9,0.01,46.2
88544,04/02/2015,"jueves, 05 de Febrero de 2015",Critical,3151,Glenda Hunter,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,California,15.73,4,0.06,7.42
88544,04/02/2015,"jueves, 05 de Febrero de 2015",Critical,3151,Glenda Hunter,Corporate,Technology,Office Machines,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,California,3502.14,1,0.01,8.73
88545,16/02/2015,"miércoles, 18 de Febrero de 2015",Not Specified,3151,Glenda Hunter,Corporate,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",California,25.99,18,0.05,5.37
88546,28/02/2015,"sábado, 28 de Febrero de 2015",Medium,3151,Glenda Hunter,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Fiskars 8"" Scissors, 2/Pack",California,17.24,7,0.04,3.26
88547,11/03/2015,"jueves, 12 de Marzo de 2015",Medium,3151,Glenda Hunter,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,California,5.98,10,0.02,1.49
88548,29/03/2015,"jueves, 02 de Abril de 2015",High,3151,Glenda Hunter,Corporate,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",California,99.23,1,0.01,8.99
88554,12/01/2015,"miércoles, 14 de Enero de 2015",Medium,2069,Elsie Boykin,Consumer,Technology,Computer Peripherals,Targus USB Numeric Keypad,Kentucky,40.98,3,0.1,6.5
88555,01/02/2015,"lunes, 02 de Febrero de 2015",Not Specified,2071,Victor Cherry,Corporate,Office Supplies,Labels,Avery 481,Michigan,3.08,11,0.04,0.99
88555,01/02/2015,"domingo, 01 de Febrero de 2015",Not Specified,2071,Victor Cherry,Corporate,Technology,Computer Peripherals,Imation 5.2GB DVD-RAM,Michigan,60.98,23,0.03,1.99
88555,01/02/2015,"martes, 03 de Febrero de 2015",Not Specified,2072,Malcolm S Lanier,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Michigan,10.31,23,0,1.79
88556,11/02/2015,"viernes, 13 de Febrero de 2015",High,2072,Malcolm S Lanier,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Michigan,260.98,14,0.09,41.91
88556,11/02/2015,"viernes, 13 de Febrero de 2015",High,2072,Malcolm S Lanier,Corporate,Furniture,Office Furnishings,Ultra Door Pull Handle,Michigan,10.52,11,0.01,7.94
88556,11/02/2015,"viernes, 13 de Febrero de 2015",High,2072,Malcolm S Lanier,Corporate,Office Supplies,Paper,Xerox 1920,Michigan,5.98,14,0.02,7.5
88557,07/04/2015,"jueves, 09 de Abril de 2015",Not Specified,2073,Evan Kelley,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Michigan,291.73,6,0.05,48.8
88558,16/05/2015,"miércoles, 20 de Mayo de 2015",Low,2070,Kelly Collins,Corporate,Technology,Telephones and Communication,Accessory41,Michigan,35.99,5,0.07,5.99
88558,16/05/2015,"sábado, 23 de Mayo de 2015",Low,2071,Victor Cherry,Corporate,Technology,Telephones and Communication,i500plus,Michigan,65.99,20,0.08,5.92
88568,25/02/2015,"viernes, 27 de Febrero de 2015",Low,851,Helen H Heller,Corporate,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",California,50.98,6,0.1,22.24
88569,07/03/2015,"lunes, 09 de Marzo de 2015",Not Specified,851,Helen H Heller,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,California,3.36,21,0.02,6.27
88569,07/03/2015,"lunes, 09 de Marzo de 2015",Not Specified,851,Helen H Heller,Corporate,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",California,19.9,13,0.08,5.29
88569,07/03/2015,"domingo, 08 de Marzo de 2015",Not Specified,850,Jesse Hutchinson,Corporate,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,California,6.08,7,0.07,0.91
88570,16/03/2015,"miércoles, 18 de Marzo de 2015",High,853,Leah Davenport,Small Business,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,California,4.24,12,0.05,5.41
88571,30/04/2015,"viernes, 01 de Mayo de 2015",Critical,855,Jacob Lanier,Corporate,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Connecticut,24.98,23,0.02,8.79
88571,30/04/2015,"sábado, 02 de Mayo de 2015",Critical,858,Arthur Brady,Corporate,Technology,Telephones and Communication,Accessory41,Maine,35.99,2,0.05,5.99
88571,30/04/2015,"jueves, 30 de Abril de 2015",Critical,851,Helen H Heller,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,California,1.26,4,0.06,0.7
88571,30/04/2015,"sábado, 02 de Mayo de 2015",Critical,854,Karen Hendricks,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Connecticut,1.76,22,0.06,0.7
88579,06/02/2015,"viernes, 06 de Febrero de 2015",High,1927,Earl Alston,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",South Carolina,259.71,8,0.02,66.67
88580,21/01/2015,"miércoles, 21 de Enero de 2015",Not Specified,1928,Gregory R Snow,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,South Carolina,1889.99,1,0.1,19.99
88587,28/02/2015,"lunes, 09 de Marzo de 2015",Low,3355,Glenda Simon,Corporate,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,California,120.98,5,0.1,9.07
88587,28/02/2015,"miércoles, 04 de Marzo de 2015",Low,3355,Glenda Simon,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",California,8.32,6,0.08,2.38
88587,28/02/2015,"sábado, 28 de Febrero de 2015",Low,3355,Glenda Simon,Corporate,Technology,Telephones and Communication,V3682,California,125.99,7,0.1,4.2
88588,04/05/2015,"lunes, 04 de Mayo de 2015",Medium,3356,Richard Tan,Corporate,Technology,Telephones and Communication,T2190,Idaho,65.99,15,0.04,5.63
88588,04/05/2015,"martes, 05 de Mayo de 2015",Medium,3356,Richard Tan,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Idaho,160.98,18,0.03,30
88588,04/05/2015,"miércoles, 06 de Mayo de 2015",Medium,3356,Richard Tan,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Idaho,5.34,13,0.07,5.63
88589,16/05/2015,"domingo, 17 de Mayo de 2015",High,3354,Sara Faulkner,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',California,28.53,7,0.03,1.49
88589,16/05/2015,"lunes, 18 de Mayo de 2015",High,3354,Sara Faulkner,Corporate,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),California,5.98,6,0.07,7.15
88590,27/03/2015,"domingo, 29 de Marzo de 2015",Not Specified,3354,Sara Faulkner,Corporate,Office Supplies,Labels,Avery 487,California,3.69,19,0.04,0.5
88598,01/02/2015,"viernes, 06 de Febrero de 2015",Low,1211,Debra Proctor,Corporate,Office Supplies,Labels,Avery 497,Indiana,3.08,4,0.01,0.5
88599,04/02/2015,"domingo, 08 de Febrero de 2015",Low,1213,Jeremy Pratt,Corporate,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Indiana,8.34,5,0.03,4.82
88599,04/02/2015,"lunes, 09 de Febrero de 2015",Low,1213,Jeremy Pratt,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Indiana,29.89,13,0.07,1.99
88600,15/01/2015,"viernes, 16 de Enero de 2015",High,1212,Eileen Fletcher,Corporate,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Indiana,3499.99,1,0.01,24.49
88600,15/01/2015,"sábado, 17 de Enero de 2015",High,1213,Jeremy Pratt,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Indiana,5.84,2,0.03,1.2
88600,15/01/2015,"viernes, 16 de Enero de 2015",High,1212,Eileen Fletcher,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Indiana,4.91,12,0.08,4.97
88610,21/04/2015,"jueves, 23 de Abril de 2015",High,2964,Kathy Hinton,Consumer,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Ohio,42.98,1,0.06,4.62
88611,07/05/2015,"sábado, 09 de Mayo de 2015",High,2962,Leonard Strauss,Consumer,Office Supplies,Paper,Wirebound Voice Message Log Book,Colorado,4.76,10,0.07,0.88
88612,22/06/2015,"martes, 23 de Junio de 2015",Critical,2963,Frances Johnson,Consumer,Office Supplies,Storage & Organization,Iris Project Case,Maryland,7.98,4,0.01,6.5
88626,28/03/2015,"domingo, 29 de Marzo de 2015",Medium,2880,Grace Black,Small Business,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Florida,6.68,11,0.05,6.93
88627,08/05/2015,"miércoles, 13 de Mayo de 2015",Low,2880,Grace Black,Small Business,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Florida,243.98,25,0.09,43.32
88632,07/03/2015,"sábado, 07 de Marzo de 2015",Critical,1020,Julie Porter,Small Business,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Kansas,517.48,5,0.09,16.63
88633,15/05/2015,"viernes, 15 de Mayo de 2015",Critical,1023,Glen Newman,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Pennsylvania,39.06,16,0.02,10.55
88633,15/05/2015,"sábado, 16 de Mayo de 2015",Critical,1023,Glen Newman,Small Business,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Pennsylvania,37.7,18,0.1,2.99
88634,06/02/2015,"sábado, 07 de Febrero de 2015",Critical,1020,Julie Porter,Small Business,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Kansas,4.13,20,0.07,5.04
88634,06/02/2015,"domingo, 08 de Febrero de 2015",Critical,1020,Julie Porter,Small Business,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,Kansas,4.48,14,0,2.5
88644,13/05/2015,"jueves, 14 de Mayo de 2015",Medium,580,Kathryn Patrick,Corporate,Technology,Telephones and Communication,Accessory6,Maine,55.99,12,0.01,5
88644,13/05/2015,"jueves, 14 de Mayo de 2015",Medium,585,William Larson,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",New Hampshire,13.9,12,0.06,7.59
88644,13/05/2015,"jueves, 14 de Mayo de 2015",Medium,578,Evan K Bullard,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Connecticut,162.93,3,0.03,19.99
88644,13/05/2015,"viernes, 15 de Mayo de 2015",Medium,579,Marlene Abrams,Corporate,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Connecticut,11.58,2,0.01,5.72
88645,13/01/2015,"sábado, 17 de Enero de 2015",Low,576,Gordon Lyon,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,California,4.48,4,0.06,49
88646,21/01/2015,"viernes, 23 de Enero de 2015",Not Specified,584,Timothy Currie,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Massachusetts,15.51,7,0.04,17.78
88656,04/04/2015,"sábado, 11 de Abril de 2015",Low,2551,Joan Bowers,Small Business,Technology,Telephones and Communication,Accessory31,Pennsylvania,35.99,12,0,0.99
88657,21/04/2015,"martes, 28 de Abril de 2015",Low,2549,Martha Bowers,Small Business,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Ohio,22.99,9,0.05,8.99
88657,21/04/2015,"sábado, 25 de Abril de 2015",Low,2549,Martha Bowers,Small Business,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Ohio,212.6,8,0.04,110.2
88657,21/04/2015,"martes, 21 de Abril de 2015",Low,2549,Martha Bowers,Small Business,Office Supplies,Paper,Xerox 1951,Ohio,30.98,3,0.05,9.18
88658,04/06/2015,"domingo, 07 de Junio de 2015",Not Specified,2549,Martha Bowers,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Ohio,5.98,20,0.09,1.67
88666,14/01/2015,"viernes, 16 de Enero de 2015",Critical,772,Jean Webster,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Pennsylvania,7.77,7,0.08,9.23
88666,14/01/2015,"viernes, 16 de Enero de 2015",Critical,772,Jean Webster,Small Business,Office Supplies,Paper,Xerox 1939,Pennsylvania,18.97,3,0.1,9.54
88667,19/03/2015,"sábado, 21 de Marzo de 2015",Critical,771,Deborah Paul,Small Business,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Oregon,14.56,3,0.05,3.5
88667,19/03/2015,"sábado, 21 de Marzo de 2015",Critical,771,Deborah Paul,Small Business,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Oregon,299.99,5,0,11.64
88667,19/03/2015,"jueves, 19 de Marzo de 2015",Critical,770,Geraldine Puckett,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Oregon,30.73,14,0.08,4
88668,17/05/2015,"jueves, 21 de Mayo de 2015",Low,772,Jean Webster,Small Business,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Pennsylvania,4.06,12,0.02,6.89
88668,17/05/2015,"jueves, 21 de Mayo de 2015",Low,772,Jean Webster,Small Business,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Pennsylvania,9.49,37,0.07,5.76
88677,16/01/2015,"martes, 20 de Enero de 2015",Low,665,Miriam Mueller,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Tennessee,22.72,9,0.04,8.99
88678,18/04/2015,"domingo, 19 de Abril de 2015",Critical,665,Miriam Mueller,Corporate,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Tennessee,130.98,6,0.02,30
88679,22/04/2015,"domingo, 26 de Abril de 2015",Low,666,Emily Sims,Corporate,Office Supplies,Binders and Binder Accessories,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Tennessee,4.57,11,0.02,5.42
88685,09/06/2015,"jueves, 11 de Junio de 2015",Critical,351,Juanita Coley Knox,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,New York,8.34,6,0,2.64
88686,02/01/2015,"domingo, 04 de Enero de 2015",Medium,351,Juanita Coley Knox,Home Office,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",New York,99.23,14,0.04,8.99
88692,24/06/2015,"miércoles, 01 de Julio de 2015",Low,2044,Jay Simon,Corporate,Technology,Telephones and Communication,Accessory37,Arkansas,20.99,6,0.09,2.5
88701,21/06/2015,"miércoles, 24 de Junio de 2015",Critical,2713,Lynda Banks,Corporate,Office Supplies,Labels,Avery 492,Michigan,2.88,9,0.07,0.5
88701,21/06/2015,"lunes, 22 de Junio de 2015",Critical,2713,Lynda Banks,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Michigan,348.21,2,0.03,40.19
88702,12/01/2015,"viernes, 16 de Enero de 2015",Low,2715,Becky Farmer,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Michigan,29.89,1,0.01,1.99
88713,11/05/2015,"miércoles, 13 de Mayo de 2015",High,2464,Joe George,Consumer,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Louisiana,1.74,4,0.09,4.08
88713,11/05/2015,"lunes, 11 de Mayo de 2015",High,2464,Joe George,Consumer,Furniture,Tables,Hon Rectangular Conference Tables,Louisiana,227.55,16,0.08,32.48
88714,20/01/2015,"miércoles, 21 de Enero de 2015",Not Specified,2464,Joe George,Consumer,Office Supplies,Labels,Avery 481,Louisiana,3.08,14,0.04,0.99
88714,20/01/2015,"viernes, 23 de Enero de 2015",Not Specified,2464,Joe George,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,Louisiana,6.28,6,0.05,5.36
88721,16/03/2015,"miércoles, 18 de Marzo de 2015",High,2323,Emma Buckley,Small Business,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,California,21.38,4,0.04,8.99
88721,16/03/2015,"martes, 17 de Marzo de 2015",High,2323,Emma Buckley,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",California,68.81,5,0.08,60
88722,19/06/2015,"viernes, 19 de Junio de 2015",Not Specified,2323,Emma Buckley,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",California,4.98,7,0.06,4.62
